tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt10155688,tvMiniSeries,Mare of Easttown,Mare of Easttown,0,2021,2021,418,"Crime,Drama,Mystery",8.4,180204
tt10160804,tvMiniSeries,Hawkeye,Hawkeye,0,2021,2021,339,"Action,Adventure,Crime",7.5,208826
tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,0,2022,\N,148,"Action,Drama,War",7.8,233998
tt10168312,tvSeries,What If...?,What If...?,0,2021,\N,32,"Action,Adventure,Animation",7.4,138334
tt1017460,movie,Splice,Splice,0,2009,\N,104,"Horror,Sci-Fi",5.8,101057
tt10189514,movie,Soorarai Pottru,Soorarai Pottru,0,2020,\N,153,"Action,Drama",8.7,122765
tt1019452,movie,A Serious Man,A Serious Man,0,2009,\N,106,"Comedy,Drama",7,148446
tt1022603,movie,500 Days of Summer,(500) Days of Summer,0,2009,\N,95,"Comedy,Drama,Romance",7.7,548150
tt1023111,movie,Never Back Down,Never Back Down,0,2008,\N,113,"Action,Drama,Sport",6.5,105533
tt1023114,movie,The Way Back,The Way Back,0,2010,\N,133,"Adventure,Drama,History",7.3,121090
tt10234724,tvMiniSeries,Moon Knight,Moon Knight,0,2022,2022,287,"Action,Adventure,Fantasy",7.3,262107
tt1024648,movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller",7.7,634176
tt1025100,movie,Gemini Man,Gemini Man,0,2019,\N,117,"Action,Sci-Fi,Thriller",5.7,120486
tt10272386,movie,The Father,The Father,0,2020,\N,97,"Drama,Mystery",8.2,185058
tt1027718,movie,Wall Street: Money Never Sleeps,Wall Street: Money Never Sleeps,0,2010,\N,133,Drama,6.2,105943
tt1028528,movie,Death Proof,Death Proof,0,2007,\N,127,"Action,Thriller",7,309662
tt1028532,movie,Hachi: A Dog's Tale,Hachi: A Dog's Tale,0,2009,\N,93,"Biography,Drama,Family",8.1,305888
tt10288566,movie,Another Round,Druk,0,2020,\N,117,Drama,7.7,187878
tt1029234,movie,Martyrs,Martyrs,0,2008,\N,99,Horror,7,104306
tt10293406,movie,The Power of the Dog,The Power of the Dog,0,2021,\N,126,"Drama,Western",6.8,190345
tt10295212,movie,Shershaah,Shershaah,0,2021,\N,135,"Action,Biography,Drama",8.3,128291
tt10298810,movie,Lightyear,Lightyear,0,2022,\N,105,"Action,Adventure,Animation",6.1,121360
tt1032755,movie,RocknRolla,RocknRolla,0,2008,\N,114,"Action,Crime,Thriller",7.2,262705
tt1033575,movie,The Descendants,The Descendants,0,2011,\N,115,"Comedy,Drama",7.3,249034
tt1033643,movie,What Happens in Vegas,What Happens in Vegas,0,2008,\N,99,"Comedy,Romance",6.1,186001
tt1034032,movie,Gamer,Gamer,0,2009,\N,95,"Action,Sci-Fi,Thriller",5.7,138904
tt1034303,movie,Defiance,Defiance,0,2008,\N,137,"Action,Drama,History",7.1,154553
tt10366206,movie,John Wick: Chapter 4,John Wick: Chapter 4,0,2023,\N,169,"Action,Crime,Thriller",7.7,315424
tt10366460,movie,CODA,CODA,0,2021,\N,111,"Comedy,Drama,Music",8,158785
tt1037705,movie,The Book of Eli,The Book of Eli,0,2010,\N,118,"Action,Adventure,Drama",6.8,335262
tt1038686,movie,Legion,Legion,0,2010,\N,100,"Action,Fantasy,Horror",5.3,110781
tt1038919,movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,"Action,Comedy,Romance",5.5,133393
tt1038988,movie,REC,[Rec],0,2007,\N,78,"Horror,Mystery,Thriller",7.4,193833
tt1041829,movie,The Proposal,The Proposal,0,2009,\N,108,"Comedy,Drama,Romance",6.7,350352
tt1043813,tvSeries,Titans,Titans,0,2018,2023,45,"Action,Adventure,Crime",7.5,111413
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance",7.7,735688
tt1045778,movie,Year One,Year One,0,2009,\N,97,Comedy,4.9,102764
tt1046173,movie,G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,0,2009,\N,118,"Action,Adventure,Sci-Fi",5.7,214046
tt1049413,movie,Up,Up,0,2009,\N,96,"Adventure,Animation,Comedy",8.3,1106762
tt1051906,movie,The Invisible Man,The Invisible Man,0,2020,\N,124,"Drama,Horror,Mystery",7.1,249895
tt1053424,movie,Repo Men,Repo Men,0,2010,\N,111,"Action,Sci-Fi,Thriller",6.3,110106
tt1054606,movie,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus,0,2009,\N,123,"Adventure,Comedy,Fantasy",6.8,153165
tt1055292,movie,Life as We Know It,Life as We Know It,0,2010,\N,115,"Comedy,Drama,Romance",6.5,137737
tt1055369,movie,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,0,2009,\N,149,"Action,Adventure,Sci-Fi",6,424483
tt10574558,tvMiniSeries,Midnight Mass,Midnight Mass,0,2021,2021,450,"Drama,Fantasy,Horror",7.7,140061
tt1057500,movie,Invictus,Invictus,0,2009,\N,134,"Action,Adventure,Biography",7.3,166651
tt1058017,movie,The Invention of Lying,The Invention of Lying,0,2009,\N,100,"Comedy,Fantasy,Romance",6.4,147706
tt1059786,movie,Eagle Eye,Eagle Eye,0,2008,\N,118,"Action,Mystery,Thriller",6.6,194086
tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,85,"Horror,Sci-Fi,Thriller",7,416371
tt1063669,movie,The Wave,Die Welle,0,2008,\N,107,"Drama,Thriller",7.6,113911
tt10638522,movie,Talk to Me,Talk to Me,0,2022,\N,95,"Horror,Thriller",7.1,119191
tt10640346,movie,Babylon,Babylon,0,2022,\N,189,"Comedy,Drama,History",7.1,158046
tt10648342,movie,Thor: Love and Thunder,Thor: Love and Thunder,0,2022,\N,118,"Action,Adventure,Comedy",6.2,389838
tt1065073,movie,Boyhood,Boyhood,0,2014,\N,165,Drama,7.9,364867
tt1067106,movie,A Christmas Carol,A Christmas Carol,0,2009,\N,96,"Adventure,Animation,Comedy",6.8,128261
tt1067583,movie,Water for Elephants,Water for Elephants,0,2011,\N,122,"Drama,Romance",6.9,119800
tt1068680,movie,Yes Man,Yes Man,0,2008,\N,104,"Comedy,Romance",6.8,379075
tt10698680,movie,K.G.F: Chapter 2,K.G.F: Chapter 2,0,2022,\N,166,"Action,Crime,Drama",8.3,147388
tt1070874,movie,The Trial of the Chicago 7,The Trial of the Chicago 7,0,2020,\N,129,"Drama,History,Thriller",7.7,190444
tt1071875,movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,0,2011,\N,96,"Action,Fantasy,Thriller",4.3,125072
tt10731256,movie,Don't Worry Darling,Don't Worry Darling,0,2022,\N,123,"Drama,Mystery,Thriller",6.3,137876
tt1073498,movie,Meet the Spartans,Meet the Spartans,0,2008,\N,87,"Comedy,Fantasy",2.8,111005
tt1074638,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller",7.8,723984
tt1077258,movie,Planet Terror,Planet Terror,0,2007,\N,105,"Action,Comedy,Horror",7,221085
tt1077368,movie,Dark Shadows,Dark Shadows,0,2012,\N,113,"Comedy,Fantasy,Horror",6.2,277957
tt1078912,movie,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,0,2009,\N,105,"Adventure,Comedy,Family",6,209845
tt1078940,movie,Couples Retreat,Couples Retreat,0,2009,\N,113,Comedy,5.5,113932
tt1080016,movie,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,0,2009,\N,94,"Adventure,Animation,Comedy",6.9,260511
tt10811166,movie,The Kashmir Files,The Kashmir Files,0,2022,\N,170,Drama,8.6,572462
tt10838180,movie,The Matrix Resurrections,The Matrix Resurrections,0,2021,\N,148,"Action,Sci-Fi",5.7,273934
tt10857160,tvSeries,She-Hulk: Attorney at Law,She-Hulk: Attorney at Law,0,2022,2022,289,"Action,Adventure,Comedy",5.3,186728
tt10857164,tvMiniSeries,Ms. Marvel,Ms. Marvel,0,2022,2022,271,"Action,Adventure,Comedy",6.3,116891
tt1086772,movie,Blended,Blended,0,2014,\N,117,"Comedy,Romance",6.5,141836
tt10872600,movie,Spider-Man: No Way Home,Spider-Man: No Way Home,0,2021,\N,148,"Action,Adventure,Fantasy",8.2,854815
tt10888594,movie,Radhe,Radhe,0,2021,\N,109,"Action,Crime,Thriller",1.9,179649
tt1091191,movie,Lone Survivor,Lone Survivor,0,2013,\N,121,"Action,Biography,Drama",7.5,303416
tt1091722,movie,Adventureland,Adventureland,0,2009,\N,107,"Comedy,Drama,Romance",6.8,166654
tt10919420,tvSeries,Squid Game,Ojing-eo geim,0,2021,\N,55,"Action,Drama,Mystery",8,520963
tt1092026,movie,Paul,Paul,0,2011,\N,104,"Adventure,Comedy,Sci-Fi",6.9,264039
tt10954600,movie,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,0,2023,\N,124,"Action,Adventure,Comedy",6.1,218132
tt10954652,movie,Old,Old,0,2021,\N,108,"Drama,Horror,Mystery",5.8,155988
tt10954984,movie,Nope,Nope,0,2022,\N,130,"Horror,Mystery,Sci-Fi",6.8,255046
tt10970552,tvMiniSeries,The Haunting of Bly Manor,The Haunting of Bly Manor,0,2020,2020,494,"Drama,Horror,Mystery",7.4,124786
tt10986410,tvSeries,Ted Lasso,Ted Lasso,0,2020,2023,1453,"Comedy,Drama,Sport",8.8,327954
tt1099212,movie,Twilight,Twilight,0,2008,\N,122,"Drama,Fantasy,Romance",5.3,482056
tt1100089,movie,Foxcatcher,Foxcatcher,0,2014,\N,134,"Biography,Drama,History",7,147868
tt1104001,movie,TRON: Legacy,Tron: Legacy,0,2010,\N,125,"Action,Adventure,Sci-Fi",6.8,352263
tt11083552,movie,Wrath of Man,Wrath of Man,0,2021,\N,119,"Action,Crime,Thriller",7.1,201277
tt1109624,movie,Paddington,Paddington,0,2014,\N,95,"Adventure,Comedy,Family",7.3,130553
tt1111422,movie,The Taking of Pelham 123,The Taking of Pelham 123,0,2009,\N,106,"Action,Crime,Thriller",6.4,206172
tt11126994,tvSeries,Arcane,Arcane: League of Legends,0,2021,\N,41,"Action,Adventure,Animation",9,256332
tt11138512,movie,The Northman,The Northman,0,2022,\N,137,"Action,Adventure,Drama",7,245130
tt1114740,movie,Paul Blart: Mall Cop,Paul Blart: Mall Cop,0,2009,\N,91,"Action,Comedy,Crime",5.3,116271
tt1119644,tvSeries,Fringe,Fringe,0,2008,2013,46,"Drama,Mystery,Sci-Fi",8.4,254945
tt1119646,movie,The Hangover,The Hangover,0,2009,\N,100,Comedy,7.7,832515
tt11198330,tvSeries,House of the Dragon,House of the Dragon,0,2022,\N,50,"Action,Adventure,Drama",8.5,354467
tt1120985,movie,Blue Valentine,Blue Valentine,0,2010,\N,112,"Drama,Romance",7.3,208913
tt11214590,movie,House of Gucci,House of Gucci,0,2021,\N,158,"Biography,Crime,Drama",6.6,155702
tt1121931,movie,Crank: High Voltage,Crank: High Voltage,0,2009,\N,96,"Action,Crime,Thriller",6.1,157317
tt11233960,movie,The Unforgivable,The Unforgivable,0,2021,\N,112,"Crime,Drama,Mystery",7.1,117359
tt1124035,movie,The Ides of March,The Ides of March,0,2011,\N,101,"Drama,Thriller",7.1,229068
tt1124373,tvSeries,Sons of Anarchy,Sons of Anarchy,0,2008,2014,45,"Crime,Drama,Thriller",8.6,318007
tt11245972,movie,Scream,Scream,0,2022,\N,114,"Horror,Mystery,Thriller",6.3,154374
tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,"Drama,Sport",7.9,317445
tt11271038,movie,Licorice Pizza,Licorice Pizza,0,2021,\N,133,"Comedy,Drama,Romance",7.1,136926
tt1127180,movie,Drag Me to Hell,Drag Me to Hell,0,2009,\N,99,Horror,6.6,215542
tt11280740,tvSeries,Severance,Severance,0,2022,\N,55,"Drama,Mystery,Sci-Fi",8.7,184678
tt11286314,movie,Don't Look Up,Don't Look Up,0,2021,\N,138,"Comedy,Drama,Sci-Fi",7.2,584244
tt11291274,movie,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,0,2022,\N,107,"Action,Comedy,Crime",7,142235
tt1129442,movie,Transporter 3,Transporter 3,0,2008,\N,104,"Action,Adventure,Thriller",6.1,175110
tt1130884,movie,Shutter Island,Shutter Island,0,2010,\N,138,"Mystery,Thriller",8.2,1424062
tt1131729,movie,The Boat That Rocked,The Boat That Rocked,0,2009,\N,135,"Comedy,Drama,Music",7.3,115206
tt1131734,movie,Jennifer's Body,Jennifer's Body,0,2009,\N,102,"Comedy,Horror",5.5,148195
tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,\N,152,"Crime,Drama,Mystery",7.8,222028
tt1132626,movie,Saw V,Saw V,0,2008,\N,92,"Horror,Thriller",5.8,135893
tt1133985,movie,Green Lantern,Green Lantern,0,2011,\N,114,"Action,Adventure,Sci-Fi",5.5,294062
tt1135503,movie,Julie & Julia,Julie & Julia,0,2009,\N,123,"Biography,Drama,Romance",7,127467
tt1136608,movie,District 9,District 9,0,2009,\N,112,"Action,Sci-Fi,Thriller",7.9,709871
tt1136617,movie,The Killer,The Killer,0,2023,\N,118,"Action,Adventure,Crime",6.8,155912
tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010,\N,128,"Crime,Drama,Mystery",7.2,169741
tt1139797,movie,Let the Right One In,Låt den rätte komma in,0,2008,\N,114,"Drama,Fantasy,Horror",7.8,225074
tt1142977,movie,Frankenweenie,Frankenweenie,0,2012,\N,87,"Animation,Comedy,Drama",6.9,115900
tt1142988,movie,The Ugly Truth,The Ugly Truth,0,2009,\N,96,"Comedy,Romance",6.4,228324
tt1144884,movie,The Final Destination,The Final Destination,0,2009,\N,82,"Horror,Thriller",5.1,113638
tt1148204,movie,Orphan,Orphan,0,2009,\N,123,"Horror,Mystery,Thriller",7,248033
tt1152836,movie,Public Enemies,Public Enemies,0,2009,\N,140,"Action,Biography,Crime",7,315809
tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009,\N,105,"Comedy,Romance",7,215177
tt1155076,movie,The Karate Kid,The Karate Kid,0,2010,\N,140,"Action,Drama,Family",6.2,201815
tt1156398,movie,Zombieland,Zombieland,0,2009,\N,88,"Action,Comedy,Horror",7.6,612362
tt11564570,movie,Glass Onion,Glass Onion,0,2022,\N,139,"Comedy,Crime,Drama",7.1,425152
tt1160419,movie,Dune,Dune: Part One,0,2021,\N,155,"Action,Adventure,Drama",8,742060
tt1161864,movie,The Rite,The Rite,0,2011,\N,114,"Drama,Horror,Mystery",6,102105
tt11691774,tvSeries,Only Murders in the Building,Only Murders in the Building,0,2021,\N,30,"Comedy,Crime,Drama",8.1,148329
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Drama,Fantasy",7.8,695689
tt1172049,movie,Demolition,Demolition,0,2015,\N,101,"Comedy,Drama",7,109078
tt1172570,movie,Bronson,Bronson,0,2008,\N,92,"Action,Crime,Drama",7,139336
tt11737520,tvMiniSeries,One Piece,One Piece,0,2023,\N,60,"Action,Adventure,Comedy",8.4,134494
tt11743610,tvSeries,The Terminal List,The Terminal List,0,2022,\N,55,"Action,Drama,Thriller",7.9,104378
tt1174732,movie,An Education,An Education,0,2009,\N,100,Drama,7.3,137585
tt1179034,movie,From Paris with Love,From Paris with Love,0,2010,\N,92,"Action,Crime,Thriller",6.4,120837
tt1179056,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,2010,\N,95,"Crime,Drama,Horror",5.2,106506
tt1179904,movie,Paranormal Activity,Paranormal Activity,0,2007,\N,86,"Horror,Mystery",6.3,253595
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery",7.2,349635
tt11813216,movie,The Banshees of Inisherin,The Banshees of Inisherin,0,2022,\N,114,"Comedy,Drama",7.7,239780
tt1182345,movie,Moon,Moon,0,2009,\N,97,"Drama,Mystery,Sci-Fi",7.8,373079
tt11858890,movie,The Creator,The Creator,0,2023,\N,133,"Action,Adventure,Drama",6.8,110505
tt11866324,movie,Prey,Prey,0,2022,\N,100,"Action,Adventure,Drama",7.1,220772
tt1187043,movie,3 Idiots,3 Idiots,0,2009,\N,170,"Comedy,Drama",8.4,426076
tt1187064,movie,Triangle,Triangle,0,2009,\N,99,"Fantasy,Mystery,Sci-Fi",6.9,127180
tt1188729,movie,Pandorum,Pandorum,0,2009,\N,108,"Action,Horror,Mystery",6.7,157941
tt1188996,movie,My Name Is Khan,My Name Is Khan,0,2010,\N,165,"Adventure,Drama,Romance",7.9,115119
tt1189073,movie,The Skin I Live In,La piel que habito,0,2011,\N,120,"Drama,Horror,Mystery",7.6,163432
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,"Crime,Drama,Mystery",7.3,251226
tt1190080,movie,2012,2012,0,2009,\N,158,"Action,Adventure,Sci-Fi",5.8,393720
tt1190634,tvSeries,The Boys,The Boys,0,2019,\N,60,"Action,Comedy,Crime",8.7,619401
tt1192628,movie,Rango,Rango,0,2011,\N,107,"Action,Adventure,Animation",7.3,288653
tt1193138,movie,Up in the Air,Up in the Air,0,2009,\N,109,"Comedy,Drama,Romance",7.4,347177
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,135,"Action,Adventure,Thriller",6.6,313308
tt1195478,movie,The Five-Year Engagement,The Five-Year Engagement,0,2012,\N,124,"Comedy,Drama,Romance",6.2,102030
tt11957006,tvEpisode,When You're Lost in the Darkness,When You're Lost in the Darkness,0,2023,\N,81,"Action,Adventure,Drama",9.1,109597
tt1196946,tvSeries,The Mentalist,The Mentalist,0,2008,2015,43,"Crime,Drama,Mystery",8.2,197339
tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,0,2009,\N,109,"Action,Crime,Drama",7.4,314760
tt1201167,movie,Funny People,Funny People,0,2009,\N,146,"Comedy,Drama",6.3,123040
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows - Part 2,0,2011,\N,130,"Adventure,Family,Fantasy",8.1,933015
tt1204975,movie,Last Vegas,Last Vegas,0,2013,\N,105,Comedy,6.6,136227
tt1205489,movie,Gran Torino,Gran Torino,0,2008,\N,116,Drama,8.1,806623
tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014,\N,105,"Action,Drama,Thriller",6.2,137373
tt1206543,movie,Out of the Furnace,Out of the Furnace,0,2013,\N,116,"Action,Crime,Drama",6.7,123506
tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,0,2019,\N,89,"Action,Crime,Thriller",6.1,107694
tt1210166,movie,Moneyball,Moneyball,0,2011,\N,133,"Biography,Drama,Sport",7.6,456360
tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,\N,150,"Action,Adventure,Western",6.4,242812
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",7.5,792459
tt1211956,movie,Escape Plan,Escape Plan,0,2013,\N,115,"Action,Thriller",6.7,254989
tt1212450,movie,Lawless,Lawless,0,2012,\N,116,"Biography,Crime,Drama",7.2,251527
tt1213641,movie,First Man,First Man,0,2018,\N,141,"Biography,Drama,History",7.3,199621
tt1213663,movie,The World's End,The World's End,0,2013,\N,109,"Action,Comedy,Sci-Fi",6.9,295645
tt1216475,movie,Cars 2,Cars 2,0,2011,\N,106,"Adventure,Animation,Comedy",6.2,212177
tt1216492,movie,Leap Year,Leap Year,0,2010,\N,100,"Comedy,Romance",6.4,109511
tt1217209,movie,Brave,Brave,0,2012,\N,93,"Action,Adventure,Animation",7.1,435968
tt1217613,movie,Battle Los Angeles,Battle: Los Angeles,0,2011,\N,116,"Action,Adventure,Sci-Fi",5.7,184301
tt1219024,tvSeries,Castle,Castle,0,2009,2016,43,"Comedy,Crime,Drama",8.1,172119
tt1219289,movie,Limitless,Limitless,0,2011,\N,105,"Sci-Fi,Thriller",7.4,605083
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,"Action,Crime,Drama",6.3,225642
tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010,\N,96,"Action,Horror,Sci-Fi",5.8,177741
tt1220719,movie,Ip Man,Ip Man,0,2008,\N,106,"Action,Biography,Drama",8,231884
tt1226229,movie,Get Him to the Greek,Get Him to the Greek,0,2010,\N,109,"Comedy,Music",6.3,184638
tt12263384,movie,Extraction II,Extraction 2,0,2023,\N,122,"Action,Thriller",7,139366
tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,\N,124,"Action,Sci-Fi",6.9,857739
tt1228987,movie,Let Me In,Let Me In,0,2010,\N,116,"Drama,Fantasy,Horror",7.1,126450
tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011,\N,132,"Action,Adventure,Thriller",7.4,522934
tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0,2013,\N,119,Comedy,6.3,190800
tt1231583,movie,Due Date,Due Date,0,2010,\N,95,"Comedy,Drama",6.5,355382
tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,\N,99,"Comedy,Sci-Fi",6.4,184379
tt1232200,movie,That's My Boy,That's My Boy,0,2012,\N,116,"Comedy,Drama",5.5,107255
tt1232829,movie,21 Jump Street,21 Jump Street,0,2012,\N,109,"Action,Comedy,Crime",7.2,590549
tt1233227,movie,Saw VI,Saw VI,0,2009,\N,90,"Horror,Mystery,Thriller",6,123450
tt12343534,tvSeries,Jujutsu Kaisen,Jujutsu Kaisen,0,2020,\N,24,"Action,Adventure,Animation",8.6,101709
tt1234548,movie,The Men Who Stare at Goats,The Men Who Stare at Goats,0,2009,\N,94,"Comedy,War",6.2,136782
tt1234721,movie,RoboCop,RoboCop,0,2014,\N,117,"Action,Crime,Sci-Fi",6.1,237848
tt1235099,tvSeries,Lie to Me,Lie to Me,0,2009,2011,43,"Crime,Drama,Mystery",8,126315
tt1235166,movie,A Prophet,Un prophète,0,2009,\N,155,"Crime,Drama",7.8,101517
tt12361974,movie,Zack Snyder's Justice League,Zack Snyder's Justice League,0,2021,\N,242,"Action,Adventure,Fantasy",7.9,431467
tt12392504,tvMiniSeries,Scam 1992: The Harshad Mehta Story,Scam 1992: The Harshad Mehta Story,0,2020,2020,54,"Biography,Crime,Drama",9.3,154271
tt1240982,movie,Your Highness,Your Highness,0,2011,\N,102,"Action,Adventure,Comedy",5.5,103929
tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011,\N,112,"Drama,Mystery,Thriller",7.5,165558
tt1243957,movie,The Tourist,The Tourist,0,2010,\N,103,"Action,Thriller",6,254114
tt1245492,movie,This Is the End,This Is the End,0,2013,\N,107,"Comedy,Fantasy",6.6,430968
tt1245526,movie,RED,RED,0,2010,\N,111,"Action,Comedy,Crime",7,321132
tt1250777,movie,Kick-Ass,Kick-Ass,0,2010,\N,117,"Action,Comedy,Crime",7.6,587376
tt1253863,movie,300: Rise of an Empire,300: Rise of an Empire,0,2014,\N,102,"Action,Drama,War",6.2,313301
tt1253864,movie,Immortals,Immortals,0,2011,\N,110,"Action,Drama,Fantasy",6,175171
tt1255953,movie,Incendies,Incendies,0,2010,\N,131,"Drama,Mystery,War",8.3,193422
tt1258197,movie,Exam,Exam,0,2009,\N,101,"Crime,Horror,Mystery",6.8,123723
tt12593682,movie,Bullet Train,Bullet Train,0,2022,\N,127,"Action,Comedy,Thriller",7.3,403322
tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,95,"Horror,Mystery,Thriller",7,444366
tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",7,121537
tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009,\N,130,"Adventure,Drama,Fantasy",4.8,296926
tt1262416,movie,Scream 4,Scream 4,0,2011,\N,111,"Comedy,Horror,Mystery",6.2,168963
tt1266020,tvSeries,Parks and Recreation,Parks and Recreation,0,2009,2015,22,Comedy,8.6,282461
tt1267297,movie,Hercules,Hercules,0,2014,\N,98,"Action,Adventure,Fantasy",6,163062
tt1270797,movie,Venom,Venom,0,2018,\N,112,"Action,Adventure,Sci-Fi",6.6,527810
tt1270798,movie,X-Men: First Class,X: First Class,0,2011,\N,131,"Action,Sci-Fi",7.7,716806
tt1272878,movie,2 Guns,2 Guns,0,2013,\N,109,"Action,Comedy,Thriller",6.7,223304
tt12747748,movie,Leave the World Behind,Leave the World Behind,0,2023,\N,138,"Drama,Mystery,Thriller",6.5,149732
tt1276104,movie,Looper,Looper,0,2012,\N,119,"Action,Drama,Sci-Fi",7.4,597484
tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012,\N,95,"Adventure,Animation,Comedy",6.8,194915
tt1279935,movie,Date Night,Date Night,0,2010,\N,88,"Comedy,Crime,Romance",6.3,170561
tt12801262,movie,Luca,Luca,0,2021,\N,95,"Adventure,Animation,Comedy",7.4,187045
tt1282140,movie,Easy A,Easy A,0,2010,\N,92,"Comedy,Drama,Romance",7,411727
tt12844910,movie,Pathaan,Pathaan,0,2023,\N,146,"Action,Adventure,Thriller",5.9,153643
tt1284575,movie,Bad Teacher,Bad Teacher,0,2011,\N,92,"Comedy,Romance",5.7,210955
tt1285016,movie,The Social Network,The Social Network,0,2010,\N,120,"Biography,Drama",7.8,747860
tt1288558,movie,Evil Dead,Evil Dead,0,2013,\N,91,Horror,6.5,195024
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,117,"Action,Comedy,Fantasy",6.8,242099
tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014,\N,101,"Action,Adventure,Comedy",5.8,218501
tt12915716,movie,Adipurush,Adipurush,0,2023,\N,179,"Action,Adventure,Drama",3.8,131812
tt1291584,movie,Warrior,Warrior,0,2011,\N,140,"Action,Drama,Sport",8.1,492328
tt1298649,movie,The Watch,The Watch,0,2012,\N,102,"Comedy,Sci-Fi",5.7,132171
tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,\N,137,"Action,Adventure,Fantasy",6.6,556313
tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,\N,130,"Action,Adventure,Sci-Fi",7.1,889468
tt1302006,movie,The Irishman,The Irishman,0,2019,\N,209,"Biography,Crime,Drama",7.8,422849
tt1302011,movie,Kung Fu Panda 2,Kung Fu Panda 2,0,2011,\N,90,"Action,Adventure,Animation",7.2,310845
tt1305806,movie,The Secret in Their Eyes,El secreto de sus ojos,0,2009,\N,129,"Drama,Mystery,Romance",8.2,219795
tt1305826,tvSeries,Adventure Time,Adventure Time,0,2010,2018,11,"Action,Adventure,Animation",8.6,109042
tt1306980,movie,50/50,50/50,0,2011,\N,100,"Comedy,Drama,Romance",7.6,341142
tt1307068,movie,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,0,2012,\N,101,"Adventure,Comedy,Drama",6.7,118127
tt1312171,tvSeries,The Umbrella Academy,The Umbrella Academy,0,2019,2024,60,"Action,Adventure,Comedy",7.9,269305
tt13143964,movie,Borat Subsequent Moviefilm,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,0,2020,\N,95,Comedy,6.6,151217
tt13146488,tvSeries,Peacemaker,Peacemaker,0,2022,\N,40,"Action,Adventure,Comedy",8.3,130623
tt1314655,movie,Devil,Devil,0,2010,\N,80,"Horror,Mystery,Thriller",6.3,155573
